,smiles,are_tox
2419,CCOC(=O)CC(=O)OCC,0
5085,CCCCNC(=O)NCCCC,0
6465,COC(CC(C)CCCC(C)(C)O)OC,0
5809,CCCCCCCCCCOC(C)=O,0
4822,CCCCCCC(O)CO,0
826,Cl.CC(CN1CCCCC1)C(=O)C2=CC=C(C)C=C2,1
1521,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C3=CC=CC=C3,0
2930,ClC1=NC(Cl)=NC(Cl)=N1,0
4232,NC1=CC(Cl)=CC(Cl)=C1,0
628,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N2C=CN=C2,0
4430,OCCC1=NC=CC=C1,0
3853,OC(=O)C(Cl)(Cl)Br,0
390,CC(=O)NC1=CC=CC=C1,0
4345,O=C1C=CC(=O)C=C1,1
6981,CC(C)=CCCC(C)(OC=O)C=C,0
3990,COCC(C)O,0
400,[H][C@@]12CC3C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN5CCCC5)=C(O)[C@H]2N(C)C,0
4806,ClC1=C2NC3=C4C(=O)C5=C(C=CC=C5)C(=O)C4=CC(Cl)=C3NC2=C6C(=O)C7=C(C=CC=C7)C(=O)C6=C1,0
5135,OC(=O)C(Cl)Cl,0
6908,CC1CCC(=O)O1,0
3359,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,0
46,CCC1(CC2=C(C1)C=CC=C2)C3=CN=CN3,0
6871,CCCCOC(=O)C(=O)OCCCC,0
7059,CCC(O)OCC(C)OC(O)CC,0
3642,ClP(Cl)(Cl)(Cl)Cl,0
3726,CCOCC(O)=O,0
6558,N#CC1=CN=CC=C1,0
5208,CS(C)=O,1
5319,NC1=CC=C(NC(=O)C2=CC=C(N)C=C2)C=C1,0
6951,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,0
2421,OC(=O)C1=CC=C(Cl)C=C1Cl,0
5604,[O-]C(=O)\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2,0
1750,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,0
6924,O=C1CCCCO1,0
5872,CCC(=O)C1CC(CC=C1C)C(C)C,0
4062,CCC1=NC=CN=C1CC,0
338,CCOC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,0
215,CC1=CC2=CC3=CC=CC(O)=C3C(O)=C2C(O)=C1,1
3663,COCCOCCOCCOCCO,0
1341,CC(=O)OCC(COC(C)=O)OC(C)=O,0
6551,ClC1=CC=CC(Cl)=C1C#N,0
6933,O=C1NC(=O)C2CC=CCC12,0
3894,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C,0
3640,ClCC#N,0
329,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,0
5640,ClCCBr,0
3004,C1CN(CCO1)SSC2=NC3=C(S2)C=CC=C3,0
6840,OC(=O)COC1=CC=CC=C1,0
3115,BrC1=C(Br)C(Br)=C(Br)C(OC2=CC(Br)=C(Br)C(Br)=C2Br)=C1,0
6927,C=CN1CCCC1=O,0
2322,NC1=C(N)C=C(C=C1)[N+]([O-])=O,1
4197,COP(OC)OC,0
3549,CC1=CC=C(C)O1,0
1458,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,0
171,Cl.O[C@@H](CNCCOC1=CC=C(CC(O)=O)C=C1)C2=CC=CC=C2,0
4203,FC(F)(F)C1=CC(CC#N)=CC=C1,0
6003,CC1=CCC(CC1)C(C)(C)O,0
3569,CCCCC(CC)C=O,0
4226,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,0
5158,COC(=O)C1=C(Cl)C=CC=C1,0
5849,CC(C)(Cl)Cl,0
6647,O.CC(O)(P(O)(O)=O)P(O)(O)=O,0
938,Cl.CCN(CC)CCNC(=O)C1=CC=C(NC(C)=O)C=C1,0
60,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]4(F)[C@@]2([H])CCC5=CC(=O)C=C[C@]45C,0
1240,CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOP(O)(O)=O)SC(=O)C2=CC=CC=C2,0
5136,CC(=O)C(Cl)Cl,0
5990,CCC(=O)\C=C\C1C(C)=CCCC1(C)C,0
2120,CC1(C)[C@H](\C=C2/CCSC2=O)[C@@H]1C(=O)OCC3=COC(CC4=CC=CC=C4)=C3,1
1524,CCOC(=O)NNC1=CC=C(N=N1)N(CC)CC(C)O,0
153,CN(C)C1CCCN(C(=O)C2=CC=C(NC(=O)C3=CC=CC=C3C)C=C2)C4=C1C=CC=C4,0
481,[Br-].CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3,0
4460,CCCCCCCCCCCCOCCO,0
3920,N1C=CN=C1,0
1762,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I,1
750,CN1CCC2NC3=C(C=C(C)C=C3)C2C1,0
1785,OC(=O)C1=C(OP(O)(O)=O)C=CC=C1,0
7028,OC(=O)CCC(=O)C(O)=O,0
4501,C(NC1=NC=NC2=C1N=CN2C3CCCCO3)C4=CC=CC=C4,0
4853,[Na+].CC1=CC=C(C=C1C)S([O-])(=O)=O,0
2711,CCCCCCCCCC=O,0
5793,CC(=O)OC(C)(C)C,0
4193,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,0
1333,CC(=O)NC(CCC(N)=O)C(O)=O,0
6378,ClC1=CC=CC=C1,0
2854,OC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(O)C=C2,0
186,FC1=CC=C(OCCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)C=C1,1
1136,OCCOCCOC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)C=CC=C1,0
2058,C1=CC2=C(C=C1)C3=CC4=C(C=CC=C4)C5=C3C2=CC=C5,1
6011,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,0
6005,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0
148,C1CN=C(N1)C2COC3=C(O2)C=CC=C3,1
4124,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,0
4889,CCN1C=C[N+](C)=C1.[O-]S(=O)(=O)C(F)(F)F,0
5804,CC(=O)OCCC1CCCCC1,0
3363,NC1=CC(Cl)=C(N)C(Cl)=C1,1
4788,CCCCCCCCCCCCCCCCC(O)=O,0
2866,[Na+].CC1=CC=C(C)C(=C1)S([O-])(=O)=O,0
3776,CC\C=C/CCOC(=O)C1=C(O)C=CC=C1,0
1386,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC2=C(C)C=CC=C2C)CC3=CC=CC=C3,0
6768,CCCCCCCCCCCC(=O)OC,0
5930,CCC(C)COC(=O)CC(C)C,0
3629,ClC1=CC=C(OS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,0
6447,CCC[Si](OC)(OC)OC,0
4797,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,0
3028,CC(C)(C)C1=CC(O)=C(O)C=C1,1
2969,NNC(=O)C1=CC=NC=C1,0
7154,OC(=O)C1=CC=C(C=C1C(O)=O)S(O)(=O)=O,0
1708,OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.NC[C@H](O)C1=CC=C(O)C(O)=C1,0
2953,CC1=NC(N)=NC(N)=N1,0
454,NC1=CC=C(O)C(=C1)C(O)=O,0
609,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,0
4263,CC(=O)C1=CC=CC(=C1)[N+]([O-])=O,0
4826,OCCN(CCO)CCO.CCCCCCCCCCCCOS(O)(=O)=O,0
6077,CC1=CC=CC(C)=C1N,0
2074,[H][C@@]12CC(=O)\C(=C/C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,1
4052,CCC(CC)CO,0
5828,CC(C)(C)C1=CC=CC(O)=C1,0
1622,CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,0
4683,COC1=CC=C(Br)C(C)=C1,0
5497,[I-].CCCC[N+]1=CC=CC(C)=C1,1
7030,OC(=O)C1=C(Cl)C=CC=C1Cl,0
40,CC=CC=NNC(=O)C1=CC=NC=C1,1
5475,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,0
2089,OC1=CC=CC=C1C=O,0
3924,C(OC1=CC=CC=C1)C2CO2,0
2175,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,1
74,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C)[C@H](C)\C=C\[C@@H](O)C4CC4,1
5737,C1CC(CC=C1)C2=CC=CC=C2,0
7068,CC(CCC(O)=O)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,0
2657,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0
3180,BrC1=CC=C(C2=CC(Br)=C(Br)C(Br)=C2)C(Br)=C1Br,0
2076,CC(=O)OC1=CC=C(C=C1)C2(OC3=C(NC2=O)C=CC=C3)C4=CC=C(OC(C)=O)C=C4,0
441,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC5CCCCC5,1
2051,CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,1
2541,[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,1
1301,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0
3430,O=C1NS(=O)(=O)C2=C1C=CC=C2,0
1304,[H][C@]12CC(SCCNC=N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,0
236,[Na+].CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(C2=C1C=CC=C2)C3=CC=C(F)C=C3,0
5974,CCC(C)S,0
2599,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,0
4616,[Na+].[Na+].[Na+].[O-]C(=O)C1=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(=O)N(N1)C3=CC=C(C=C3)S([O-])(=O)=O,0
2573,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,0
3280,[Cl-].C[N+](C)(C)CC(O)CCl,0
3186,ClCC(Cl)C=C,0
3953,CC(C)(Cl)[N+]([O-])=O,0
2768,COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,0
4831,[Br-].CCCC[N+]1=CC=CC=C1,0
4223,NC(N)=S,0
2106,NC1=NC2=C(NC=N2)C(=S)N1,1
2679,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,0
2761,CCCCCC1=CC(O)=CC(O)=C1,1
4688,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,0
5399,CC1=CC=CC(C)=C1NC(=O)CN2CCCC2=O,0
1387,CC1=CC=CC(C)=C1NC(=O)C2=CC=C(N)C=C2,0
6722,CC(=O)OCC(COC(C)=O)OC(C)=O,0
6482,COC1=CC=C(CCC(C)=O)C=C1,0
6861,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl,0
6911,CCCCCCC1CCC(=O)O1,0
5000,COCC(C)N,0
1279,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C3CC4CC3C=C4,0
6395,ClCC1=CC(C=C)=CC=C1,1
7021,O=S1(=O)CC=CC1,0
1555,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0
6477,COC1=CC=C(C)C=C1[N+]([O-])=O,0
3190,C1CNCCN1,0
4566,COC1=CC(OC)=C(C=O)C=C1OC,0
4802,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=C(O)C(=O)CC[C@]34C,0
6717,COP(=O)(NC(C)=O)SC,0
4841,[Na+].[N-]=[N+]=[N-],0
3594,CCOC(=O)C1=NOC(C1)(C2=CC=CC=C2)C3=CC=CC=C3,0
1920,CC(C)(C)CC(C)(C)C1=C(O)C=CC=C1,0
513,[K+].CC(=O)CC(C1=CC=CC=C1)C2=C([O-])C3=C(OC2=O)C=CC=C3,0
4177,CO[Si](CCCS)(OC)OC,0
1308,O[C@@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,0
5667,F[P-](F)(F)(F)(F)F.CCCN1C=C[N+](C)=C1,0
914,Cl.N[C@@H]1C[C@H]1C2=CC=CC=C2,0
3452,[Cl-].CC[N+](C)(CC)CC,0
3695,[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O,0
4242,NCCCCCCN,0
3156,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,0
2198,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,0
774,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCC)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])C[C@H](F)C4=CC(=O)C=C[C@]34C,0
4425,OCC(CO)(CO)COCC(CO)(CO)CO,0
943,Cl.CCCNC(C)C(=O)NC1=CC=CC=C1C,0
822,Cl.COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,0
5005,CC(O)CCl,0
4277,CCOC(=O)C(Cl)C(C)=O,0
164,Cl.CN1CCCC(CC1)N2N=C(CC3=CC=C(Cl)C=C3)C4=CC=CC=C4C2=O,0
5619,CCC(C)Br,0
4547,CCC(=O)C(=O)CC,0
3983,CC(CO)(CO)CO,0
2538,NC(=O)N(O)[C@H]1C[C@@H](OC2=CC=CC(OC3=CC=C(F)C=C3)=C2)C=C1,1
6831,CCCCCCCC(O)=O,0
1311,CC(C)(C)NC[C@H](O)COC1=NSN=C1N2CCOCC2,0
5207,CS(O)(=O)=O,0
6513,CS(Cl)(=O)=O,0
5383,O=C1CCCCCCCCCCOCCCCO1,0
5976,CC\C=C/CCCCO,0
6646,O.C[N+](C)(C)CC([O-])=O,0
3300,C1=CC2=C3C1=CC=CC3=CC=C2,0
3310,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(C)=O)=C2C,0
327,OCCOCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,0
2490,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1,1
6710,CC(=O)C1C(=O)OC(C)=CC1=O,0
4408,OC(=O)CC(C(O)=O)S(O)(=O)=O,0
832,Cl.CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,0
3079,CN(C)C1=CC=C(C=C1)N=NC2=CC(C)=CC=C2,1
3462,[Na+].[Na+].[O-][Se]([O-])=O,0
5297,CCCCCCOC(C)=O,0
6279,CCOCCO,0
54,NC(=O)C(=O)NN=CC1=CC=C(O1)[N+]([O-])=O,1
4064,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,0
3451,[Br-].CC[N+](CC)(CC)CC,0
1901,OC1=C(C=CC=C1)C(=O)NC2=CC=CC=C2,1
1481,CC1CCC2=C(N3CCC(O)CC3)C(F)=CC4=C2N1C=C(C(O)=O)C4=O,0
4873,CC1(C)CC(=O)CC(C)(C)N1[O],0
4895,CC(C)=CC(C)=O,0
4150,ClC1=CC=CC(Cl)=C1Cl,0
3335,CC1=CC=C(N)C=C1,0
4926,O(C1=CC=CC=C1)C2=CC=CC=C2,0
946,Cl.[H][C@]12CN(C[C@@]1([H])NCCC2)C3=C(F)C=C4C(=O)C(=CN(C5CC5)C4=C3OC)C(O)=O,0
5797,CC(=O)OCC=C(C)C,0
3293,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C,1
2161,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,1
6935,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,0
5083,CCCCCSCCCCC,0
6644,O.O.O.O.O.O.[Mg++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0
3057,OC1=CC=CC(O)=C1O,0
5490,[Cl-].CCCC[N+]1=CC=CC=C1,0
768,CCCC(CCC)C(O)=O,0
6733,CCCCC(CC)COC(=O)C=C,0
3495,C[Si](C)(CCCN)O[Si](C)(C)CCCN,0
285,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
7081,CCC(C)C1=C(O)C=CC=C1,0
4524,ClC(Br)Br,0
6372,OC(=O)C1=C(Cl)C=CC(Cl)=N1,0
2332,[Cl-].C(C1=CC=CC=C1)[N+]2=C3C=CC=CC3=CC=C2,1
2717,Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0
2079,CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,0
3389,CCCCC1=CC=C(N)C=C1,0
722,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,0
951,Cl.CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,0
6246,CCCOCCC,0
2262,ClC1=CC(Cl)=C(C=C1)[C@@H]2CS\C(S2)=C(\C#N)N3C=CN=C3,1
989,ClC1=CC2=C(NC(=O)C2)C=C1,1
3212,CCCC[Sn](Cl)(Cl)Cl,1
1759,NC(CO)(CO)CO.OC(=O)[C@@H]1CCN2C1=CC=C2C(=O)C3=CC=CC=C3,0
5886,CC(C)CC(C)(N)C#N,0
4422,OC1CCCCC1,0
5479,[Cl-].C[N+](C)(C)C,0
1724,CCOC(=O)C1=C(O)C=CC=C1,0
5182,CNC(=O)NC,0
341,CN1CCC(CC1)=C2C3=C(C=CC=C3)C=CC4=C2C=CC=C4,0
3701,CN(C)C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,1
4243,NCCCOCCOCCOCCCN,1
688,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0
3432,CCCCCC(C=O)=CC1=CC=CC=C1,0
5203,COC1=C(NC(=O)CC(C)=O)C=CC=C1,0
4944,CCCC(C)=O,0
966,Cl.CC(C)(C)NCC(O)C1=CC=CC=C1Cl,0
6763,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0
6475,COC1=CC(Cl)=CC=C1Cl,0
2203,COC1=C(O)C=CC(=C1)[C@H]2OC3=C(O[C@@H]2CO)C=CC(=C3)[C@H]4OC5=C(C(=O)[C@@H]4O)C(O)=CC(O)=C5,0
2713,CCN(O)CC,0
4757,NC1=NC2=C(S1)C=CC=C2,0
5098,CCO[Si](CCC#N)(OCC)OCC,0
6311,Cl.CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,0
6553,CCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,0
5280,CC(=O)C1=CC=C(C=C1)[N+]([O-])=O,0
3572,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,0
4805,OC1=C(N=C2C=CC=CC2=C1Br)C3C(=O)C4=C(C=CC=C4)C3=O,1
5299,CC(=O)OCCOCCOCCOC(C)=O,0
1990,N=C1NC(=N)C2=C1C=C3C=CC=CC3=C2,1
4120,Cl.CCOC(=O)NNC1=NN=CC2=CC=CC=C12,0
4759,CC1(C)CC(N)CC(C)(CN)C1,0
5880,CC(C)CC(C)=NO,0
5298,CCCCOCCOC(C)=O,0
6262,CCCCNCC,0
4971,CC(C)C1=CC=C(C=C1)C#N,0
6787,O=C(N[C@H]1CN2CCC1CC2)C3=CC4=C(OCCO4)C=C3,0
5034,CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,0
3600,Cl.CN(C)CCCCl,0
6538,FC1=C(Br)C=C(C=O)C=C1,0
7133,CCCCCCOCCO,0
5908,CC(C)CON=O,0
385,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
6253,CCSC(=O)N(CC)CC,0
6540,[O-][N+](=O)C1=CC=C(F)C(Cl)=C1,0
536,[Na+].COCCCOC1=CC=NC(CS(=O)C2=NC3=C([N-]2)C=CC=C3)=C1C,1
6680,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,0
5032,CC1=CC=C(C=C1)C(C)(C)O,0
4212,CC(C)(O)C#N,0
3507,C1CCCNCC1,0
201,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2,0
1332,CC(=O)N1CCN(CC1)C2=CC=C(O)C=C2,1
3502,C1CCC(CC1)C2CCCCC2,0
2708,CC1=CC(C)(C)NC2=C1C=CC=C2,0
5031,CC(C)C1=CC=C(C)C=C1,0
4662,CC(C)CCCC(C)(C)O,0
4021,CC1=CC=C(N)C=C1S(O)(=O)=O,0
1854,O.O.[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,1
6404,ClCOCCl,0
2872,CCCCCCCCCCCBr,0
3030,S(SC1=CC=CS1)C2=CC=CS2,0
1205,NC1=CC(=O)N=C(N)N1,0
1645,CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)S(N)(=O)=O)C(O)=O,0
3417,COC(=O)CS,0
3476,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0
6033,CC1=CC(O)=CC(C)=C1,0
2861,[I-].CCCC[N+]1(C)CCCC1,0
1792,COC1=CC(=CC=C1O)C(=S)N2CCOCC2,0
5526,[Na+].[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@@H](C3=CC=CC=C3)S([O-])(=O)=O)C([O-])=O,0
3797,[Br-].CC[N+]1(C)CCCC1,0
3368,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,1
3367,CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC3=C(Cl)C=CC=C3Cl,0
3533,CCCCC(CC)C(=O)OC(C)C,0
6286,Cl.CCN[C@@H](C)CC1=CC=CC=C1,0
5109,Cl.[H][C@@]2(NC(=O)C(=N\OC)\C1=CSC(N)=N1)C(=O)N3C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@]23[H],0
3449,SCC1=CC=CC=C1,0
603,COC1=C(OCCCN2CCC(CC2)C3=NOC4=C3C=CC(F)=C4)C=CC(=C1)C(C)=O,0
3056,CCCCCCCC1=CC=C(O)C=C1,0
6236,CCCCOCCOCCOC(C)=O,0
126,CC1=C(Cl)C=CC=C1NC2=C(C=CC=C2)C(O)=O,1
3876,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0
2935,CN1CCOCC1,0
5443,CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,0
4451,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,1
3531,CC(C)C1=CC=C(C)CC1,0
2730,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,0
827,Cl.CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,1
1639,COC1=CC(=CC(C(O)=O)=C1OC)S(N)(=O)=O,0
984,COC1CN(CCCOC2=CC=C(F)C=C2)CCC1NC(=O)C3=CC(Cl)=C(N)C=C3OC,0
3281,[Cl-].OC[P+](CO)(CO)CO,1
7123,OCCN(CCO)N=O,0
2188,C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C4CO4,1
6598,NC1=CC(Cl)=CC=C1,0
2443,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,0
362,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,1
2349,N(NC1=CC=CC=C1)C2=CC=CC=C2,0
345,[H][C@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@@]3([H])N(C)CCC4=C3C=C5OCOC5=C4,0
814,Cl.C1CN=C(N1)C2CCCC3=C2C=CC=C3,0
4807,OP(=O)(OCC1=CC=CC=C1)OCC2=CC=CC=C2,0
3205,CCC1=NC=CN=C1C,0
5952,CC(C)=CCCC(C)(O)C=C,0
6865,O=C(OCC1=CC=CC=C1)C(=O)OCC2=CC=CC=C2,0
3325,CC(=O)CCC1=C(C)CCCC1(C)C,0
4106,CCOC1=CC=CC(N)=C1,0
6410,CN(C)C,0
2116,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)C2=CC=CC(OC3=CC=CC=C3)=C2,0
1834,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C)[C@H](C)\C=C\[C@H](C)C(C)C,1
793,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(=C2)S(N)(=O)=O,0
7090,OCC(CO)(CBr)CBr,0
2674,COC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(=O)OC,0
94,[Na+].CC[Hg]SC1=C(C=CC=C1)C([O-])=O,1
4225,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,0
3756,O=CO[Al](OC=O)OC=O,0
2891,CC(C)OS(C)(=O)=O,0
2371,CC1=CC=CC(C)=C1[N+]([O-])=O,0
5936,CC(CCO)CCC1=CC=CC=C1,0
7092,OCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3,0
3228,ClP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,0
6387,ClC1=C2C=CC=CC2=CC=C1,0
2853,OC1=CC(O)=C(Cl)C=C1Cl,1
6629,NCCOCCO,0
2912,CCC1=CC=C(Br)C=C1,0
1865,CC(C)CC(C)N(C1=CC=CC=C1)C2=CC=C(N)C=C2,1
5754,C1CCC2=NC=CN=C2C1,0
4612,[Ca++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,0
1857,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,1
2645,COC1=CC2=C(C=C1)N=C(N)S2,0
2243,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,1
5373,CC1=CC(=O)NC(=S)N1,0
2336,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0
950,Cl.COC(=O)C1=CC=CC=C1C(=O)C2=CC=C(OCCN3CCCCC3)C=C2,0
3068,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C[C@H](C)C4=CC(=O)CC[C@]34C,1
1120,COCCC1=CC=CC=N1,0
2597,COC1=CC=C(C(=O)C2=CC=C(OC)C=C2O)C(O)=C1,0
2204,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,1
419,COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC3=NON=C23)C(=O)OC(C)C,0
922,Cl.CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(=C1)C(F)(F)F,0
1254,CCN1CCCC1CN,0
